text,phonemes,soundex
"To begin to toboggan, first buy a toboggan. But don't buy too big a toboggan. Too big a toboggan is too big a toboggan to buy to begin to toboggan.","[['T', 'UW1'], ['B', 'IH0', 'G', 'IH1', 'N'], ['T', 'UW1'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N'], ['F', 'ER1', 'S', 'T'], ['B', 'AY1'], ['AH0'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N'], ['B', 'AH1', 'T'], ['D', 'AA1', 'N', 'T'], ['B', 'AY1'], ['T', 'UW1'], ['B', 'IH1', 'G'], ['AH0'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N'], ['T', 'UW1'], ['B', 'IH1', 'G'], ['AH0'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N'], ['IH1', 'Z'], ['T', 'UW1'], ['B', 'IH1', 'G'], ['AH0'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N'], ['T', 'UW1'], ['B', 'AY1'], ['T', 'UW1'], ['B', 'IH0', 'G', 'IH1', 'N'], ['T', 'UW1'], ['T', 'AH0', 'B', 'AA1', 'G', 'AH0', 'N']]","['T000', 'B250', 'T000', 'T125', 'F623', 'B000', 'A000', 'T125', 'B300', 'D530', 'B000', 'T000', 'B200', 'A000', 'T125', 'T000', 'B200', 'A000', 'T125', 'I200', 'T000', 'B200', 'A000', 'T125', 'T000', 'B000', 'T000', 'B250', 'T000', 'T125']"
Courtney Dworkin,"[['K', 'AO1', 'R', 'T', 'N', 'IY0'], ['D', 'W', 'AO1', 'R', 'K', 'IH0', 'N']]","['C635', 'D625']"
"Switch watch, wrist watch.","[['S', 'W', 'IH1', 'CH'], ['W', 'AA1', 'CH'], ['R', 'IH1', 'S', 'T'], ['W', 'AA1', 'CH']]","['S320', 'W320', 'W623', 'W320']"
Six thick thistle sticks,"[['S', 'IH1', 'K', 'S'], ['TH', 'IH1', 'K'], ['TH', 'IH1', 'S', 'AH0', 'L'], ['S', 'T', 'IH1', 'K', 'S']]","['S200', 'T200', 'T234', 'S320']"
"Sinful Caesar sipped his snifter, seized his knees and sneezed. Chester chooses chestnuts, cheddar cheese with chewy chives. He chews them and he chooses them. He chooses them and he chews them. Those chestnuts, cheddar cheeseand chives in cheery, charming chunks. Moses supposes his toeses are roses.But Moses supposes erroneously. Moses, he knowses his toeses aren't roses as Moses supposes his toeses to be.","[['S', 'IH1', 'N', 'F', 'AH0', 'L'], ['S', 'IY1', 'Z', 'ER0'], ['S', 'IH1', 'P', 'T'], ['HH', 'IH1', 'Z'], ['S', 'N', 'IH1', 'F', 'T', 'ER0'], ['S', 'IY1', 'Z', 'D'], ['HH', 'IH1', 'Z'], ['N', 'IY1', 'Z'], ['AH0', 'N', 'D'], ['S', 'N', 'IY1', 'S', 'T', 'IH0', 'K', 'S', 'T', 'ER0'], ['CH', 'UW1', 'Z', 'AH0', 'Z'], ['CH', 'EH1', 'S', 'N', 'AH0', 'T', 'S'], ['CH', 'EH1', 'D', 'ER0'], ['CH', 'IY1', 'Z'], ['W', 'IH1', 'DH'], ['CH', 'UW1', 'IY0'], ['CH', 'AY1', 'V', 'Z'], ['HH', 'IY1'], ['CH', 'UW1', 'Z'], ['DH', 'EH1', 'M'], ['AH0', 'N', 'D'], ['HH', 'IY1'], ['CH', 'UW1', 'Z', 'AH0', 'Z'], ['DH', 'EH1', 'M'], ['HH', 'IY1'], ['CH', 'UW1', 'Z', 'AH0', 'Z'], ['DH', 'EH1', 'M'], ['AH0', 'N', 'D'], ['HH', 'IY1'], ['CH', 'UW1', 'Z'], ['DH', 'EH1', 'M'], ['DH', 'OW1', 'Z'], ['CH', 'EH1', 'S', 'N', 'AH0', 'T', 'S'], ['CH', 'EH1', 'D', 'ER0'], ['CH', 'IY1', 'Z', 'AH0', 'N', 'D'], ['CH', 'AY1', 'V', 'Z'], ['IH0', 'N'], ['CH', 'IH1', 'R', 'IY0'], ['CH', 'AA1', 'R', 'M', 'IH0', 'NG'], ['CH', 'AH1', 'NG', 'K', 'S', 'M', 'OW2', 'Z'], ['S', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'Z'], ['HH', 'IH1', 'Z'], ['T', 'OW1', 'S', 'IY0', 'Z'], ['AA1', 'R'], ['R', 'OW1', 'Z', 'AH0', 'S', 'B', 'AH2', 'T'], ['M', 'OW1', 'Z', 'AH0', 'S'], ['S', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'Z'], ['EH0', 'R', 'OW1', 'N', 'IY0', 'AH0', 'S', 'L', 'IY0'], ['M', 'OW1', 'Z', 'AH0', 'S'], ['HH', 'IY1'], ['N', 'OW1', 'Z', 'IH0', 'Z'], ['HH', 'IH1', 'Z'], ['T', 'OW1', 'S', 'IY0', 'Z'], ['AA1', 'R', 'AH0', 'N', 'T'], ['R', 'OW1', 'Z', 'IH0', 'Z'], ['AE1', 'Z'], ['M', 'OW1', 'Z', 'AH0', 'S'], ['S', 'AH0', 'P', 'OW1', 'Z', 'IH0', 'Z'], ['HH', 'IH1', 'Z'], ['T', 'OW1', 'S', 'IY0', 'Z'], ['T', 'UW1'], ['B', 'IY1']]","['S514', 'C260', 'S130', 'H200', 'S513', 'S230', 'H200', 'K520', 'A530', 'S523', 'C220', 'C235', 'C360', 'C200', 'W300', 'C000', 'C120', 'H000', 'C200', 'T500', 'A530', 'H000', 'C220', 'T500', 'H000', 'C220', 'T500', 'A530', 'H000', 'C200', 'T500', 'T200', 'C235', 'C360', 'C253', 'C120', 'I500', 'C600', 'C655', 'C525', 'S122', 'H200', 'T220', 'A600', 'R221', 'M220', 'S122', 'E652', 'M220', 'H000', 'K522', 'H200', 'T220', 'A653', 'R220', 'A200', 'M220', 'S122', 'H200', 'T220', 'T000', 'B000']"
I wish I were what I was when I wished I were what I am.,"[['AY1'], ['W', 'IH1', 'SH'], ['AY1'], ['W', 'ER0'], ['W', 'AH1', 'T'], ['AY1'], ['W', 'AA1', 'Z'], ['W', 'EH1', 'N'], ['AY1'], ['W', 'IH1', 'SH', 'T'], ['AY1'], ['W', 'ER0'], ['W', 'AH1', 'T'], ['AY1'], ['AE1', 'M']]","['I000', 'W200', 'I000', 'W600', 'W300', 'I000', 'W200', 'W500', 'I000', 'W230', 'I000', 'W600', 'W300', 'I000', 'A500']"
She sells seashells on the seashore. The seashells she sells are seashore seashells.,"[['SH', 'IY1'], ['S', 'EH1', 'L', 'Z'], ['S', 'IY1', 'SH', 'EH2', 'L', 'Z'], ['AA1', 'N'], ['DH', 'AH0'], ['S', 'IY1', 'SH', 'AO2', 'R'], ['DH', 'AH0'], ['S', 'IY1', 'SH', 'EH2', 'L', 'Z'], ['SH', 'IY1'], ['S', 'EH1', 'L', 'Z'], ['AA1', 'R'], ['S', 'IY1', 'SH', 'AO2', 'R'], ['S', 'IY1', 'SH', 'EH2', 'L', 'Z']]","['S000', 'S420', 'S242', 'O500', 'T000', 'S260', 'T000', 'S242', 'S000', 'S420', 'A600', 'S260', 'S242']"
Irish wristwatch,"[['AY1', 'R', 'IH0', 'SH'], ['R', 'IH1', 'S', 'T', 'W', 'AA2', 'CH']]","['I620', 'W623']"
She had shoulder surgery.,"[['SH', 'IY1'], ['HH', 'AE1', 'D'], ['SH', 'OW1', 'L', 'D', 'ER0'], ['S', 'ER1', 'JH', 'ER0', 'IY0']]","['S000', 'H300', 'S436', 'S626']"
"To put a pipe in byte mode, type PIPE_TYPE_BYTE.","[['T', 'UW1'], ['P', 'UH1', 'T'], ['AH0'], ['P', 'AY1', 'P'], ['IH0', 'N'], ['B', 'AY1', 'T'], ['M', 'OW1', 'D'], ['T', 'AY1', 'P'], ['P', 'AY1', 'P', 'AH0', 'T', 'AY2', 'T', 'S']]","['T000', 'P300', 'A000', 'P100', 'I500', 'B300', 'M300', 'T100', 'P131']"
Three Tree Turtles,"[['TH', 'R', 'IY1'], ['T', 'R', 'IY1'], ['T', 'ER1', 'T', 'AH0', 'L', 'Z']]","['T600', 'T600', 'T634']"
My Friend Gladys,"[['M', 'AY1'], ['F', 'R', 'EH1', 'N', 'D'], ['G', 'L', 'AE1', 'D', 'IH0', 'S']]","['M000', 'F653', 'G432']"
"I would if I could, and if I couldn't, how could I? You couldn't, unless you could, could you?","[['AY1'], ['W', 'UH1', 'D'], ['IH1', 'F'], ['AY1'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['IH1', 'F'], ['AY1'], ['K', 'AW1', 'L', 'D', 'AH0', 'N', 'T'], ['HH', 'AW1'], ['K', 'UH1', 'D'], ['AY1'], ['Y', 'UW1'], ['K', 'AW1', 'L', 'D', 'AH0', 'N', 'T'], ['AH0', 'N', 'L', 'EH1', 'S'], ['Y', 'UW1'], ['K', 'UH1', 'D'], ['K', 'UH1', 'D'], ['Y', 'UW1']]","['I000', 'W430', 'I100', 'I000', 'C430', 'A530', 'I100', 'I000', 'C435', 'H000', 'C430', 'I000', 'Y000', 'C435', 'U542', 'Y000', 'C430', 'C430', 'Y000']"
real rear wheel,"[['R', 'IY1', 'L'], ['R', 'IH1', 'R'], ['W', 'IY1', 'L']]","['R400', 'R600', 'W400']"
"Give me the gift of a grip-top sock, a clip drape shipshape tip top sock. Not your spinslick slapstick slipshod stock, but a plastic, elastic grip-top sock. None of your fantastic slack swap slop from a slap dash flash cash haberdash shop. Not a knick knack knitlock knockneed knickerbocker sock with a mock-shot blob-mottled trick-ticker top clock. Not a supersheet seersucker rucksack sock, not a spot-speckled frog-freckled cheap sheik's sock off a hodge-podge moss-blotched scotch-botched block. Nothing slipshod drip drop flip flop or glip glop tip me to a tip top grip top sock.","[['G', 'IH1', 'V'], ['M', 'IY1'], ['DH', 'AH0'], ['G', 'IH1', 'F', 'T'], ['AH1', 'V'], ['AH0'], ['G', 'R', 'IH1', 'P', 'T', 'AA2', 'P'], ['S', 'AA1', 'K'], ['AH0'], ['K', 'L', 'IH1', 'P'], ['D', 'R', 'EY1', 'P'], ['SH', 'IH1', 'P', 'SH', 'EY2', 'P'], ['T', 'IH1', 'P'], ['T', 'AA1', 'P'], ['S', 'AA1', 'K'], ['N', 'AA1', 'T'], ['Y', 'AO1', 'R'], ['S', 'P', 'IH1', 'N', 'S', 'L', 'IH2', 'K'], ['S', 'L', 'AE1', 'P', 'S', 'T', 'IH2', 'K'], ['S', 'L', 'IH1', 'P', 'SH', 'AA2', 'D'], ['S', 'T', 'AA1', 'K'], ['B', 'AH1', 'T'], ['AH0'], ['P', 'L', 'AE1', 'S', 'T', 'IH0', 'K'], ['IH0', 'L', 'AE1', 'S', 'T', 'IH0', 'K'], ['G', 'R', 'IH1', 'P', 'T', 'AA2', 'P'], ['S', 'AA1', 'K'], ['N', 'AH1', 'N'], ['AH1', 'V'], ['Y', 'AO1', 'R'], ['F', 'AE0', 'N', 'T', 'AE1', 'S', 'T', 'IH0', 'K'], ['S', 'L', 'AE1', 'K'], ['S', 'W', 'AA1', 'P'], ['S', 'L', 'AA1', 'P'], ['F', 'R', 'AH1', 'M'], ['AH0'], ['S', 'L', 'AE1', 'P'], ['D', 'AE1', 'SH'], ['F', 'L', 'AE1', 'SH'], ['K', 'AE1', 'SH'], ['HH', 'AE1', 'B', 'ER0', 'D', 'AA2', 'SH'], ['SH', 'AA1', 'P'], ['N', 'AA1', 'T'], ['AH0'], ['N', 'IH1', 'K'], ['N', 'AE1', 'K'], ['N', 'IH1', 'T', 'L', 'AH0', 'K'], ['N', 'AA1', 'K', 'N', 'IY2', 'D'], ['N', 'IH1', 'K', 'ER0', 'B', 'AA2', 'K', 'ER0'], ['S', 'AA1', 'K'], ['W', 'IH1', 'DH'], ['AH0'], ['M', 'AA1', 'K', 'S', 'AA0', 'T'], ['B', 'L', 'AA1', 'B', 'M', 'AH0', 'T', 'L', 'AE2', 'D'], ['T', 'R', 'IH1', 'K', 'T', 'IH2', 'K', 'ER0'], ['T', 'AA1', 'P'], ['K', 'L', 'AA1', 'K'], ['N', 'AA1', 'T'], ['AH0'], ['S', 'UW2', 'P', 'ER0', 'SH', 'IY1', 'P', 'T'], ['S', 'IY1', 'R', 'S', 'K', 'UW2', 'ER0'], ['R', 'AH1', 'K', 'S', 'AE2', 'K'], ['S', 'AA1', 'K'], ['N', 'AA1', 'T'], ['AH0'], ['S', 'P', 'AA1', 'T', 'S', 'P', 'AH0', 'K', 'T', 'L', 'IH0', 'D'], ['F', 'R', 'AA1', 'G', 'R', 'IH0', 'F', 'L', 'AE2', 'K', 'D'], ['CH', 'IY1', 'P'], ['SH', 'IY1', 'K', 'S'], ['S', 'AA1', 'K'], ['AO1', 'F'], ['AH0'], ['HH', 'AA1', 'JH', 'P', 'AA2', 'JH'], ['M', 'AA1', 'S', 'B', 'L', 'IH0', 'K', 'T', 'AH0', 'D'], ['S', 'K', 'AA1', 'K', 'S', 'T', 'AA2', 'B', 'T'], ['B', 'L', 'AA1', 'K'], ['N', 'AH1', 'TH', 'IH0', 'NG'], ['S', 'L', 'IH1', 'P', 'SH', 'AA2', 'D'], ['D', 'R', 'IH1', 'P'], ['D', 'R', 'AA1', 'P'], ['F', 'L', 'IH1', 'P'], ['F', 'L', 'AA1', 'P'], ['AO1', 'R'], ['G', 'L', 'IH1', 'P'], ['G', 'L', 'AA1', 'P'], ['T', 'IH1', 'P'], ['M', 'IY1'], ['T', 'UW1'], ['AH0'], ['T', 'IH1', 'P'], ['T', 'AA1', 'P'], ['G', 'R', 'IH1', 'P'], ['T', 'AA1', 'P'], ['S', 'AA1', 'K']]","['G100', 'M000', 'T000', 'G130', 'O100', 'A000', 'G613', 'S200', 'A000', 'C410', 'D610', 'S121', 'T100', 'T100', 'S200', 'N300', 'Y600', 'S152', 'S412', 'S412', 'S320', 'B300', 'A000', 'P423', 'E423', 'G613', 'S200', 'N500', 'O100', 'Y600', 'F532', 'S420', 'S100', 'S410', 'F650', 'A000', 'S410', 'D200', 'F420', 'C200', 'H163', 'S100', 'N300', 'A000', 'K520', 'K520', 'K534', 'K525', 'K526', 'S200', 'W300', 'A000', 'M230', 'B415', 'T623', 'T100', 'C420', 'N300', 'A000', 'S162', 'S622', 'R220', 'S200', 'N300', 'A000', 'S132', 'F621', 'C100', 'S200', 'S200', 'O100', 'A000', 'H321', 'M214', 'S232', 'B420', 'N352', 'S412', 'D610', 'D610', 'F410', 'F410', 'O600', 'G410', 'G410', 'T100', 'M000', 'T000', 'A000', 'T100', 'T100', 'G610', 'T100', 'S200']"
National Sheepshire Sheep Association,"[['N', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'L'], ['SH', 'IY1', 'P', 'SH', 'AY2', 'R'], ['SH', 'IY1', 'P'], ['AH0', 'S', 'OW2', 'S', 'IY0', 'EY1', 'SH', 'AH0', 'N']]","['N354', 'S126', 'S100', 'A223']"
The crow flew over the river with a lump of raw liver.,"[['DH', 'AH0'], ['K', 'R', 'OW1'], ['F', 'L', 'UW1'], ['OW1', 'V', 'ER0'], ['DH', 'AH0'], ['R', 'IH1', 'V', 'ER0'], ['W', 'IH1', 'DH'], ['AH0'], ['L', 'AH1', 'M', 'P'], ['AH1', 'V'], ['R', 'AA1'], ['L', 'IH1', 'V', 'ER0']]","['T000', 'C600', 'F400', 'O160', 'T000', 'R160', 'W300', 'A000', 'L510', 'O100', 'R000', 'L160']"
The little red lorry went down Limuru road.,"[['DH', 'AH0'], ['L', 'IH1', 'T', 'AH0', 'L'], ['R', 'EH1', 'D'], ['L', 'AO1', 'R', 'IY0'], ['W', 'EH1', 'N', 'T'], ['D', 'AW1', 'N'], ['L', 'IH0', 'M', 'UH1', 'R', 'AH0'], ['R', 'OW1', 'D']]","['T000', 'L340', 'R300', 'L600', 'W530', 'D500', 'L560', 'R300']"
Flies fly but a fly flies.,"[['F', 'L', 'AY1', 'Z'], ['F', 'L', 'AY1'], ['B', 'AH1', 'T'], ['AH0'], ['F', 'L', 'AY1'], ['F', 'L', 'AY1', 'Z']]","['F420', 'F400', 'B300', 'A000', 'F400', 'F420']"
Did Doug dig Dick's garden or did Dick dig Doug's garden?,"[['D', 'IH1', 'D'], ['D', 'AH1', 'G'], ['D', 'IH1', 'G'], ['D', 'IH1', 'K', 'S'], ['G', 'AA1', 'R', 'D', 'AH0', 'N'], ['AO1', 'R'], ['D', 'IH1', 'D'], ['D', 'IH1', 'K'], ['D', 'IH1', 'G'], ['D', 'AH1', 'G', 'Z'], ['G', 'AA1', 'R', 'D', 'AH0', 'N']]","['D300', 'D200', 'D200', 'D200', 'G635', 'O600', 'D300', 'D200', 'D200', 'D200', 'G635']"
"If a Hottentot taught a Hottentot tot to talk ere the tot could totter, ought the Hottentot tot be taught to say ought or naught or what ought to be taught 'er?","[['IH1', 'F'], ['AH0'], ['HH', 'AA1', 'T', 'AH0', 'N', 'T'], ['T', 'AO1', 'T'], ['AH0'], ['HH', 'AA1', 'T', 'AH0', 'N', 'T'], ['T', 'AA1', 'T'], ['T', 'UW1'], ['T', 'AO1', 'K'], ['EH1', 'R'], ['DH', 'AH0'], ['T', 'AA1', 'T'], ['K', 'UH1', 'D'], ['T', 'AA1', 'T', 'ER0'], ['AO1', 'T'], ['DH', 'AH0'], ['HH', 'AA1', 'T', 'AH0', 'N', 'T'], ['T', 'AA1', 'T'], ['B', 'IY1'], ['T', 'AO1', 'T'], ['T', 'UW1'], ['S', 'EY1'], ['AO1', 'T'], ['AO1', 'R'], ['N', 'AO1', 'T'], ['AO1', 'R'], ['W', 'AH1', 'T'], ['AO1', 'T'], ['T', 'UW1'], ['B', 'IY1'], ['T', 'AO1', 'T'], ['ER0']]","['I100', 'A000', 'H353', 'T230', 'A000', 'H353', 'T300', 'T000', 'T420', 'E600', 'T000', 'T300', 'C430', 'T360', 'O230', 'T000', 'H353', 'T300', 'B000', 'T230', 'T000', 'S000', 'O230', 'O600', 'N230', 'O600', 'W300', 'O230', 'T000', 'B000', 'T230', 'E600']"
How many cans can a canner can if a canner can can cans? A canner can can as many cans as a canner can if a canner can can cans.,"[['HH', 'AW1'], ['M', 'EH1', 'N', 'IY0'], ['K', 'AE1', 'N', 'Z'], ['K', 'AE1', 'N'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['IH1', 'F'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N', 'Z'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N'], ['AE1', 'Z'], ['M', 'EH1', 'N', 'IY0'], ['K', 'AE1', 'N', 'Z'], ['AE1', 'Z'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['IH1', 'F'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N', 'Z']]","['H000', 'M500', 'C520', 'C500', 'A000', 'C560', 'C500', 'I100', 'A000', 'C560', 'C500', 'C500', 'C520', 'A000', 'C560', 'C500', 'C500', 'A200', 'M500', 'C520', 'A200', 'A000', 'C560', 'C500', 'I100', 'A000', 'C560', 'C500', 'C500', 'C520']"
"Federal Express is now called FedEx.When I retire I'll be a FedEx ex.But if I'm an officer when I retire, I'll be an ex Fedex Exec.Then after a divorce, my ex-wife will be an ex FedEx exec's ex.If I rejoin FedEx in time, I'd be an ex ex FedEx exec.When we remarry, my wife will be an ex ex FedEx exec's ex.","[['F', 'EH1', 'D', 'ER0', 'AH0', 'L'], ['IH0', 'K', 'S', 'P', 'R', 'EH1', 'S'], ['IH1', 'Z'], ['N', 'AW1'], ['K', 'AO1', 'L', 'D'], ['F', 'EH2', 'D', 'IH0', 'K', 'S', 'W', 'IY1', 'N'], ['AY1'], ['R', 'IH0', 'T', 'AY1', 'R'], ['IH1', 'L'], ['B', 'IY1'], ['AH0'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['EH1', 'K', 'S', 'B', 'AH0', 'T'], ['IH1', 'F'], ['IH1', 'M'], ['AE1', 'N'], ['AO1', 'F', 'AH0', 'S', 'ER0'], ['W', 'EH1', 'N'], ['AY1'], ['R', 'IH0', 'T', 'AY1', 'R'], ['IH1', 'L'], ['B', 'IY1'], ['AE1', 'N'], ['EH1', 'K', 'S'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['EH1', 'K', 'S', 'IH0', 'K', 'TH', 'AH0', 'N'], ['AE1', 'F', 'T', 'ER0'], ['AH0'], ['D', 'IH0', 'V', 'AO1', 'R', 'S'], ['M', 'AY1'], ['IH0', 'G', 'S', 'W', 'AY1', 'F'], ['W', 'IH1', 'L'], ['B', 'IY1'], ['AE1', 'N'], ['EH1', 'K', 'S'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['EH2', 'G', 'Z', 'EH1', 'K', 'S'], ['EH1', 'K', 'S', 'IH0', 'F'], ['AY1'], ['R', 'IY0', 'JH', 'OY1', 'N'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['IH0', 'N'], ['T', 'AY1', 'M'], ['IH1', 'D'], ['B', 'IY1'], ['AE1', 'N'], ['EH1', 'K', 'S'], ['EH1', 'K', 'S'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['IH0', 'G', 'Z', 'EH1', 'K', 'SH', 'AH0', 'N'], ['W', 'IY1'], ['R', 'IY0', 'M', 'EH1', 'R', 'IY0'], ['M', 'AY1'], ['W', 'AY1', 'F'], ['W', 'IH1', 'L'], ['B', 'IY1'], ['AE1', 'N'], ['EH1', 'K', 'S'], ['EH1', 'K', 'S'], ['F', 'EH1', 'D', 'EH1', 'K', 'S'], ['EH2', 'G', 'Z', 'EH1', 'K', 'S'], ['EH1', 'K', 'S']]","['F364', 'E216', 'I200', 'N000', 'C430', 'F325', 'I000', 'R360', 'I400', 'B000', 'A000', 'F320', 'E213', 'I100', 'I500', 'A500', 'O126', 'W500', 'I000', 'R360', 'I400', 'B000', 'A500', 'E200', 'F320', 'E223', 'A136', 'A000', 'D162', 'M000', 'E210', 'W400', 'B000', 'A500', 'E200', 'F320', 'E220', 'E210', 'I000', 'R250', 'F320', 'I500', 'T500', 'I300', 'B000', 'A500', 'E200', 'E200', 'F320', 'E225', 'W000', 'R560', 'M000', 'W100', 'W400', 'B000', 'A500', 'E200', 'E200', 'F320', 'E220', 'E200']"
Which witch snitched the stitched switch for which the Swiss witch wished?,"[['W', 'IH1', 'CH'], ['W', 'IH1', 'CH'], ['S', 'N', 'IH1', 'CH', 'T'], ['DH', 'AH0'], ['S', 'T', 'IH1', 'CH', 'T'], ['S', 'W', 'IH1', 'CH'], ['F', 'AO1', 'R'], ['W', 'IH1', 'CH'], ['DH', 'AH0'], ['S', 'W', 'IH1', 'S'], ['W', 'IH1', 'CH'], ['W', 'IH1', 'SH', 'T']]","['W200', 'W320', 'S532', 'T000', 'S332', 'S320', 'F600', 'W200', 'T000', 'S200', 'W320', 'W230']"
Does this shop sport short socks with spots?,"[['D', 'AH1', 'Z'], ['DH', 'IH1', 'S'], ['SH', 'AA1', 'P'], ['S', 'P', 'AO1', 'R', 'T'], ['SH', 'AO1', 'R', 'T'], ['S', 'AA1', 'K', 'S'], ['W', 'IH1', 'DH'], ['S', 'P', 'AA1', 'T', 'S']]","['D200', 'T200', 'S100', 'S163', 'S630', 'S200', 'W300', 'S132']"
"Customer: Do you have soothers?Shopkeeper (thinking he had said scissors""): No","[['K', 'AH1', 'S', 'T', 'AH0', 'M', 'ER0'], ['D', 'UW1'], ['Y', 'UW1'], ['HH', 'AE1', 'V'], ['S', 'UW1', 'DH', 'ER0', 'S', 'K', 'UW2', 'P', 'ER0', 'N'], ['TH', 'IH1', 'NG', 'K', 'IH0', 'NG'], ['HH', 'IY1'], ['HH', 'AE1', 'D'], ['S', 'EH1', 'D'], ['S', 'IH1', 'Z', 'ER0', 'Z'], ['N', 'OW1']]","['C235', 'D000', 'Y000', 'H100', 'S362', 'T525', 'H000', 'H300', 'S300', 'S226', 'N000']"
"Tommy, Tommy, toiling in a tailor's shop.All day long he fits and tucks,all day long he tucks and fits,and fits and tucks, and tucks and fits,and fits and tucks, and tucks and fits.Tommy, Tommy, toiling in a tailor's shop.","[['T', 'AA1', 'M', 'IY0'], ['T', 'AA1', 'M', 'IY0'], ['T', 'OY1', 'L', 'IH0', 'NG'], ['IH0', 'N'], ['AH0'], ['T', 'EY1', 'L', 'ER0', 'Z'], ['SH', 'AA1', 'P', 'AO2', 'L'], ['D', 'EY1'], ['L', 'AO1', 'NG'], ['HH', 'IY1'], ['F', 'IH1', 'T', 'S'], ['AH0', 'N', 'D'], ['T', 'AH1', 'S', 'K', 'AH0', 'L'], ['D', 'EY1'], ['L', 'AO1', 'NG'], ['HH', 'IY1'], ['T', 'AH1', 'K', 'S'], ['AH0', 'N', 'D'], ['F', 'IH1', 'T', 'S', 'AH0', 'N', 'D'], ['F', 'IH1', 'T', 'S'], ['AH0', 'N', 'D'], ['T', 'AH1', 'K', 'S'], ['AH0', 'N', 'D'], ['T', 'AH1', 'K', 'S'], ['AH0', 'N', 'D'], ['F', 'IH1', 'T', 'S', 'AH0', 'N', 'D'], ['F', 'IH1', 'T', 'S'], ['AH0', 'N', 'D'], ['T', 'AH1', 'K', 'S'], ['AH0', 'N', 'D'], ['T', 'AH1', 'K', 'S'], ['AH0', 'N', 'D'], ['F', 'IH1', 'T', 'S', 'T', 'AH0', 'M', 'IY0'], ['T', 'AA1', 'M', 'IY0'], ['T', 'OY1', 'L', 'IH0', 'NG'], ['IH0', 'N'], ['AH0'], ['T', 'EY1', 'L', 'ER0', 'Z'], ['SH', 'AA1', 'P']]","['T500', 'T500', 'T452', 'I500', 'A000', 'T462', 'S140', 'D000', 'L520', 'H000', 'F320', 'A530', 'T240', 'D000', 'L520', 'H000', 'T200', 'A530', 'F325', 'F320', 'A530', 'T200', 'A530', 'T200', 'A530', 'F325', 'F320', 'A530', 'T200', 'A530', 'T200', 'A530', 'F323', 'T500', 'T452', 'I500', 'A000', 'T462', 'S100']"
No need to light a night-light on a light night like tonight.,"[['N', 'OW1'], ['N', 'IY1', 'D'], ['T', 'UW1'], ['L', 'AY1', 'T'], ['AH0'], ['N', 'AY1', 'T', 'L', 'AY2', 'T'], ['AA1', 'N'], ['AH0'], ['L', 'AY1', 'T'], ['N', 'AY1', 'T'], ['L', 'AY1', 'K'], ['T', 'AH0', 'N', 'AY1', 'T']]","['N000', 'N300', 'T000', 'L230', 'A000', 'N234', 'O500', 'A000', 'L230', 'N230', 'L200', 'T523']"
